Figure 2 (a) - (d)
(a)
chain_length <Ree^2>(0.07)	  error_bar       	<Ree^2>(0.08)	    error_bar         <Ree^2>(0.09)	    error_bar       	<Ree^2>(0.10)	    error_bar	        <Ree^2>(0.11)	    error_bar
100	         7105.87941091968	185.711639680087	7088.04438277455	91.7687738611183	6909.84146457262	86.6921327941586	6835.43949200397	51.868384729687	  6675.8987603048 	158.966894094673
200  	       15442.9730153944	509.959005568565	15555.0087957626	319.459466131738	14893.5304068304	296.327619217897	14559.4860294159	294.810109104106	13940.9792763004	414.899677762309
300	         24270.893228542	748.854772073246	24386.3561624659	670.264880615476	22877.4994257327	668.181547343187	22168.8701675821	743.121131882818	21059.7128069754	705.009859469871
400	         33291.5311286953	1057.63838515135	33293.7558132251	1273.08516229472	30420.3147437177	1181.88682161735	29438.1473676147	1254.85962526646	27981.6385274651	975.845310418344
500	         42215.0419736539	1687.70396624616	41969.3837597618	2225.463163621	  37458.2118794092	1550.64239585581	36485.0645291952	1888.30014979444	34721.5536510111	1408.47097308048
600	         51134.907582949  2775.51286340669	50373.2835716221	3583.37996918215	44291.284800305  	1893.94632694482	43335.7686186975	2364.55757174085	41267.2054258979	2008.30179471975
700	         60092.3961426867	4261.01424290732	58504.1124321171	5220.73682500814	51270.825739527 	2505.70150820586	50159.7671760942	2803.28477367222	47712.5148763074	2718.52996694674
800	         69129.3941264793	5625.99163292484	66590.3305418697	6439.60309503288	58605.9699701731	3224.35984233749	57584.5314383495	3451.34009178309	54032.8271079003	3139.09392346089
900	         78464.6384427479	7299.45507081333	74574.1465578992	7460.39830122835	66555.1152843096	3516.81008367703	65297.5528232171	4011.86172752567	60169.3446206083	3542.88551488476
1000	       87060.7848366765	8201.56113454927	82464.0460515836	8626.93612641348	74662.5500736161	4053.9603697089	  72534.102153415	  4744.06898713441	66711.0649499157	3677.72925757395

(b)
\phi^(-0.25) <Ree^2>      error_bar
1.94413	     87060.78484	8201.56113
1.8803	     82464.04605	8626.93613
1.82574	     74662.55007	4053.96037
1.77828	     72534.10215	4744.06899
1.73641	     66711.06495	3677.72926

(c)
chain_length <Ree^2>      error_bar  <Ree^2>     error_bar
50	         2955.85954   33.91713	 2502.25039  23.93313
100	         6292.20443   114.10791	 5186.17315  60.69186
200	         13201.42095	259.15882  10679.38913 172.80517
250	         16738.69997	500.49749  13496.25129 165.58168
500	         34851.85681	1203.96225 28021.57641 397.02675
1000	       69418.51362	2103.21854 56048.9413  1007.24542

(d)
\phi^(-0.25) <Ree^2>      error_bar
1.77828	     72597.25788	2305.56765
1.49535	     65053.86138	1515.39411
1.3512	     62718.79487	1162.47548
1.25743	     59605.9699	  1213.08049
1.18921	     56771.58969	931.899
1.13622	     56048.9413	  936.9291
1.09327	     54285.75113	409.96193
1.05737	     54115.83471	768.19541
1.02669	     52974.20867	430.29928 
1	           52413.71861	424.60245

Figure 5 (a) - (b)
(a)
0	0.1954
5E-5	-0.03374
1E-4	0.15116
1.5E-4	-0.10436
2E-4	0.31555
2.5E-4	-0.23418
3E-4	0.0723
3.5E-4	0.09384
4E-4	0.01094
4.5E-4	-0.1451
5E-4	0.22379
5.5E-4	0.00134
6E-4	0.17381
6.5E-4	-0.18578
7E-4	-0.09833
7.5E-4	-0.00286
8E-4	-0.30796
8.5E-4	0.24442
9E-4	0.10177
9.5E-4	0.32884
0.001	-0.57913
0.00105	0.49086
0.0011	0.19938
0.00115	0.13891
0.0012	-0.1091
0.00125	0.11048
0.0013	0.03809
0.00135	-0.01743
0.0014	0.03417
0.00145	-0.28704
0.0015	0.03708
0.00155	-0.21853
0.0016	-0.12327
0.00165	-0.41033
0.0017	-0.31046
0.00175	-0.10205
0.0018	-0.21614
0.00185	-0.08143
0.0019	-0.09884
0.00195	0.14881
0.002	0.36723
0.00205	-0.06624
0.0021	-0.18114
0.00215	-0.31015
0.0022	0.16731
0.00225	0.11099
0.0023	0.26419
0.00235	-0.22868
0.0024	0.1161
0.00245	0.05926
0.0025	-0.04638
0.00255	0.30358
0.0026	-0.06353
0.00265	0.12049
0.0027	-0.08053
0.00275	0.14079
0.0028	0.02429
0.00285	0.12493
0.0029	-0.13375
0.00295	-0.44742
0.003	0.00246
0.00305	-0.13439
0.0031	-0.05607
0.00315	0.07856
0.0032	0.10496
0.00325	0.10166
0.0033	-0.31157
0.00335	0.30374
0.0034	-0.13893
0.00345	-0.04692
0.0035	0.2222
0.00355	0.28861
0.0036	-0.45499
0.00365	-0.14709
0.0037	-0.03168
0.00375	0.62637
0.0038	-0.27524
0.00385	-0.15236
0.0039	-0.09976
0.00395	-0.23261
0.004	-0.17164
0.00405	0.11274
0.0041	0.33658
0.00415	-0.34357
0.0042	0.23128
0.00425	-0.27094
0.0043	-0.14047
0.00435	-0.0312
0.0044	-0.0468
0.00445	-0.18594
0.0045	0.14406
0.00455	-0.26449
0.0046	3.19618E-4
0.00465	0.79082
0.0047	-0.06467
0.00475	-0.00892
0.0048	-0.2772
0.00485	0.28877
0.0049	0.14014
0.00495	-0.20115
0.005	-0.03612
0.00505	-0.96601
0.0051	-0.13717
0.00515	0.11232
0.0052	-0.09297
0.00525	-0.03837
0.0053	0.39813
0.00535	-0.37132
0.0054	-0.70438
0.00545	-0.66343
0.0055	0.535
0.00555	0.95646
0.0056	-0.11216
0.00565	-0.24558
0.0057	-0.52265
0.00575	-0.07974
0.0058	0.02241
0.00585	0.17819
0.0059	0.18132
0.00595	0.53537
0.006	-0.17646
0.00605	0.74155
0.0061	0.07398
0.00615	-0.08877
0.0062	-0.26701
0.00625	0.12677
0.0063	-0.33554
0.00635	0.31009
0.0064	0.55952
0.00645	0.37764
0.0065	0.07328
0.00655	0.32847
0.0066	0.09937
0.00665	-0.2275
0.0067	0.15079
0.00675	-0.19551
0.0068	-0.30793
0.00685	-0.02994
